;price;floor_area;age;floor;roof;room_num;hall_num;neighborhood
972;6945000;135;6;7;0;3;1;Caddebostan Mahallesi
973;2800000;110;35;6;0;3;1;SahrayıCedit Mahallesi
974;3495000;135;35;4;0;3;1;Erenköy Mahallesi
975;7950000;150;4;4;0;3;1;Fenerbahçe Mahallesi
976;2485000;105;23;0;0;2;1;Erenköy Mahallesi
977;3595000;170;30;2;0;3;1;Feneryolu Mahallesi
978;1465000;100;35;0;0;2;1;Feneryolu Mahallesi
979;4350000;130;0;9;0;3;1;Göztepe Mahallesi
980;16000000;175;0;9;0;4;1;Fenerbahçe Mahallesi
981;2150000;130;1;4;0;4;1;Eğitim Mahallesi
982;3980000;150;24;1;0;3;1;Göztepe Mahallesi
983;2950000;150;28;6;0;3;1;19 Mayıs Mahallesi
984;8250000;180;30;4;0;5;1;Caddebostan Mahallesi
985;2695000;140;35;2;0;3;1;Bostancı Mahallesi
986;4400000;150;31;8;0;3;1;Fenerbahçe Mahallesi
987;4250000;165;10;0;0;3;1;Merdivenköy Mahallesi
988;5250000;200;0;10;0;5;1;Kozyatağı Mahallesi
989;7500000;120;0;1;0;3;1;Suadiye Mahallesi
990;2695000;145;28;4;0;3;1;Kozyatağı Mahallesi
991;4975000;150;4;11;0;3;1;Erenköy Mahallesi
992;12250000;200;0;5;1;4;1;Fenerbahçe Mahallesi
993;4950000;118;4;10;0;3;1;Caddebostan Mahallesi
994;4000000;140;4;11;0;2;1;Göztepe Mahallesi
995;1650000;90;35;5;0;2;1;Caferağa Mahallesi
996;2995000;95;4;0;0;2;1;Fenerbahçe Mahallesi
997;2995000;90;5;0;0;2;1;Fenerbahçe Mahallesi
998;1985000;90;4;0;0;2;1;Merdivenköy Mahallesi
999;2995000;125;32;1;0;3;1;Suadiye Mahallesi
1000;4450000;135;5;6;0;3;1;Göztepe Mahallesi
1001;2750000;125;30;5;0;3;1;Suadiye Mahallesi
1002;4750000;125;0;7;0;3;1;Göztepe Mahallesi
1003;3900000;85;0;0;0;2;1;Caddebostan Mahallesi
1004;860000;64;30;3;0;1;1;Rasimpaşa Mahallesi
1005;2550000;135;19;0;0;3;1;Bostancı Mahallesi
1006;4650000;210;22;3;0;4;1;Suadiye Mahallesi
1007;2450000;140;30;6;0;3;1;Merdivenköy Mahallesi
1008;21500000;210;6;5;0;3;1;Suadiye Mahallesi
1009;3100000;145;30;1;0;3;1;Merdivenköy Mahallesi
1010;4650000;230;22;3;0;4;1;Bostancı Mahallesi
1011;17750000;590;0;11;0;5;2;Caddebostan Mahallesi
1012;3250000;140;30;9;0;3;1;Feneryolu Mahallesi
1013;5750000;150;11;6;0;3;1;Erenköy Mahallesi
1014;5750000;114;0;3;0;3;1;Caddebostan Mahallesi
1015;5750000;115;0;3;0;3;1;Caddebostan Mahallesi
1016;2995000;125;35;0;0;3;1;Suadiye Mahallesi
1017;4650000;210;24;3;0;4;1;Bostancı Mahallesi
1018;4750000;120;0;5;0;3;1;Zühtüpaşa Mahallesi
1019;3200000;135;30;5;0;3;1;Feneryolu Mahallesi
1020;3650000;210;0;10;0;4;1;19 Mayıs Mahallesi
1021;8250000;210;35;4;0;4;1;Caddebostan Mahallesi
1022;8250000;230;30;4;0;4;1;Caddebostan Mahallesi
1023;4150000;135;3;7;0;3;1;Suadiye Mahallesi
1024;1865000;135;35;3;0;3;1;19 Mayıs Mahallesi
1025;3650000;130;4;4;0;3;1;Göztepe Mahallesi
1026;3685000;145;24;8;0;3;1;Suadiye Mahallesi
1027;7595000;154;0;9;0;3;1;Caddebostan Mahallesi
1028;3985000;145;35;1;0;3;1;Suadiye Mahallesi
1029;9595000;165;0;8;0;3;1;Suadiye Mahallesi
1030;2765000;130;29;9;0;3;1;Bostancı Mahallesi
1031;24000000;360;15;3;0;5;1;Fenerbahçe Mahallesi
1032;3400000;130;12;7;0;3;1;Merdivenköy Mahallesi
1033;4500000;160;23;1;0;3;1;Fenerbahçe Mahallesi
1034;9500000;175;0;10;0;4;1;Göztepe Mahallesi
1035;2650000;85;0;12;0;2;1;SahrayıCedit Mahallesi
1036;4325000;145;31;1;0;4;1;Caferağa Mahallesi
1037;10500000;221;6;6;0;4;1;Erenköy Mahallesi
1038;2765000;135;30;9;0;3;1;Suadiye Mahallesi
1039;875000;85;35;3;0;1;1;Rasimpaşa Mahallesi
1040;3975000;120;4;1;0;3;1;Erenköy Mahallesi
1041;1575000;48;2;5;0;1;1;Fikirtepe Mahallesi
1042;2995000;130;35;1;0;3;1;Suadiye Mahallesi
1043;5500000;145;9;1;0;3;1;Göztepe Mahallesi
1044;8250000;250;35;4;0;4;1;Caddebostan Mahallesi
1045;1550000;150;30;3;0;3;1;Hasanpaşa Mahallesi
1046;4500000;165;24;1;0;3;1;Zühtüpaşa Mahallesi
1047;8900000;185;4;9;0;4;1;Suadiye Mahallesi
1048;4230000;140;4;10;0;3;1;Kozyatağı Mahallesi
1049;4950000;150;0;1;0;4;1;Caferağa Mahallesi
1050;5500000;130;9;1;0;3;1;Göztepe Mahallesi
1051;2690000;90;2;2;0;2;1;Feneryolu Mahallesi
1052;4450000;135;3;6;0;3;1;Suadiye Mahallesi
1053;3475000;140;28;3;0;3;1;Feneryolu Mahallesi
1054;6990000;180;31;3;0;4;1;Fenerbahçe Mahallesi
1055;2250000;100;35;0;0;2;1;Göztepe Mahallesi
1056;9250000;235;3;5;1;3;2;Erenköy Mahallesi
1057;6400000;140;2;2;0;3;1;Caddebostan Mahallesi
1058;4000000;110;2;7;0;3;1;Merdivenköy Mahallesi
1059;1850000;48;0;0;0;1;1;Fenerbahçe Mahallesi
1060;3950000;180;30;6;0;4;1;Feneryolu Mahallesi
1061;2675000;140;35;4;0;3;1;Merdivenköy Mahallesi
1062;3250000;160;0;8;0;4;2;Fikirtepe Mahallesi
1063;3250000;90;0;11;0;2;1;Erenköy Mahallesi
1064;8750000;160;3;14;0;3;1;Suadiye Mahallesi
1065;3750000;122;0;11;0;3;1;Merdivenköy Mahallesi
1066;2550000;109;0;8;0;3;1;Merdivenköy Mahallesi
1067;11500000;140;0;11;0;3;1;Fenerbahçe Mahallesi
1068;3850000;120;4;2;0;3;1;Göztepe Mahallesi
1069;3750000;135;3;2;0;3;1;Bostancı Mahallesi
1070;6750000;225;0;7;0;4;1;Fenerbahçe Mahallesi
1071;10250000;300;25;8;0;5;2;Fenerbahçe Mahallesi
1072;2430000;115;27;3;0;3;1;Zühtüpaşa Mahallesi
1073;14000000;350;3;14;0;5;1;Caddebostan Mahallesi
1074;2750000;110;25;0;0;3;1;Göztepe Mahallesi
1075;4750000;95;12;7;0;2;1;Göztepe Mahallesi
1076;1590000;85;28;0;0;2;1;Merdivenköy Mahallesi
1077;2690000;90;3;2;0;2;1;Feneryolu Mahallesi
1078;4650000;220;26;3;0;4;1;Suadiye Mahallesi
1079;4000000;150;4;11;0;2;1;Göztepe Mahallesi
1080;2150000;145;25;4;0;3;1;Kozyatağı Mahallesi
1081;3300000;140;28;6;0;3;1;Erenköy Mahallesi
1082;8750000;130;0;11;0;3;1;Caddebostan Mahallesi
1083;925000;55;4;1;0;1;0;Acıbadem Mahallesi
1084;2000000;140;34;4;0;3;1;Eğitim Mahallesi
1085;4250000;160;25;7;0;3;1;Bostancı Mahallesi
1086;4190000;185;0;1;0;2;1;Caddebostan Mahallesi
1087;3000000;98;0;8;0;2;1;Feneryolu Mahallesi
1088;5250000;180;28;4;0;4;1;Fenerbahçe Mahallesi
1089;1465000;120;30;0;0;2;1;Feneryolu Mahallesi
1090;5500000;145;2;9;0;3;1;Fenerbahçe Mahallesi
1091;3995000;100;6;3;0;3;1;Erenköy Mahallesi
1092;15000000;300;35;4;0;4;1;Caferağa Mahallesi
1093;4785000;160;21;6;0;3;1;Fenerbahçe Mahallesi
1094;6850000;254;0;8;0;4;1;Fenerbahçe Mahallesi
1095;4375000;145;11;0;0;3;1;Suadiye Mahallesi
1096;5195000;140;4;4;0;3;1;Göztepe Mahallesi
1097;10500000;220;4;6;0;4;1;Göztepe Mahallesi
1098;5950000;190;25;5;1;4;1;Fenerbahçe Mahallesi
1099;3975000;105;5;1;0;3;1;Erenköy Mahallesi
1100;3975000;120;4;1;0;3;1;Erenköy Mahallesi
1101;3550000;165;21;11;0;3;1;Bostancı Mahallesi
1102;2650000;125;35;1;0;3;1;Suadiye Mahallesi
1103;12250000;200;0;14;0;4;1;Fenerbahçe Mahallesi
1104;4250000;160;31;7;0;3;1;Bostancı Mahallesi
1105;6850000;145;0;8;0;3;1;Caddebostan Mahallesi
1106;4950000;148;4;5;0;3;1;Feneryolu Mahallesi
1107;3495000;105;8;4;0;2;1;Suadiye Mahallesi
1108;25000000;220;10;2;0;4;1;Caddebostan Mahallesi
1109;3900000;140;25;10;0;3;1;Feneryolu Mahallesi
1110;3900000;110;0;10;0;3;1;Göztepe Mahallesi
1111;3250000;145;29;4;0;3;1;Göztepe Mahallesi
1112;3395000;140;6;1;0;3;1;Merdivenköy Mahallesi
1113;3395000;165;24;10;0;3;1;Bostancı Mahallesi
1114;6500000;145;7;4;0;3;1;Fenerbahçe Mahallesi
1115;3685000;140;24;8;0;3;1;Suadiye Mahallesi
1116;3000000;100;0;3;0;2;1;Merdivenköy Mahallesi
1117;4750000;220;0;12;0;5;2;Bostancı Mahallesi
1118;3600000;145;2;10;0;3;1;Bostancı Mahallesi
1119;12850000;380;6;9;0;4;2;Suadiye Mahallesi
1120;4190000;95;0;1;0;2;1;Caddebostan Mahallesi
1121;1675000;105;35;0;0;3;1;Caferağa Mahallesi
1122;3000000;115;4;6;0;2;1;Bostancı Mahallesi
1123;7100000;145;4;9;0;3;1;Caddebostan Mahallesi
1124;4190000;95;0;1;0;2;1;Göztepe Mahallesi
1125;3950000;125;8;0;0;3;1;Fenerbahçe Mahallesi
1126;4500000;165;22;1;0;3;1;Zühtüpaşa Mahallesi
1127;3400000;88;21;1;0;2;1;Erenköy Mahallesi
1128;5950000;148;4;6;0;3;1;Suadiye Mahallesi
1129;7500000;150;3;9;0;3;1;Caddebostan Mahallesi
1130;3985000;145;35;1;0;3;1;Suadiye Mahallesi
1131;2695000;150;26;4;0;3;1;Kozyatağı Mahallesi
1132;6945000;140;5;7;0;3;1;Caddebostan Mahallesi
1133;3300000;145;28;10;0;3;1;SahrayıCedit Mahallesi
1134;3395000;150;21;11;0;3;1;Bostancı Mahallesi
1135;1115000;180;30;3;0;3;1;Hasanpaşa Mahallesi
1136;7395000;210;30;1;0;4;1;Caddebostan Mahallesi
1137;1150000;100;35;5;0;2;1;Merdivenköy Mahallesi
1138;3595000;140;31;4;0;3;1;Suadiye Mahallesi
1139;4000000;135;3;5;0;3;1;Erenköy Mahallesi
1140;4250000;180;28;5;0;3;1;Feneryolu Mahallesi
1141;15500000;210;0;1;0;4;1;Suadiye Mahallesi
1142;13500000;320;4;5;1;3;2;Erenköy Mahallesi
1143;6600000;220;5;6;0;3;2;Zühtüpaşa Mahallesi
1144;12850000;380;7;9;0;4;2;Suadiye Mahallesi
1145;1200000;100;35;0;0;3;1;Acıbadem Mahallesi
1146;1635000;85;30;0;0;2;1;Suadiye Mahallesi
1147;8900000;220;35;4;0;4;1;Caddebostan Mahallesi
1148;3000000;80;0;2;0;1;1;Osmanağa Mahallesi
1149;4275000;190;2;9;0;3;1;Suadiye Mahallesi
1150;5250000;180;2;5;0;3;2;Bostancı Mahallesi
1151;4950000;177;4;5;1;3;2;Bostancı Mahallesi
1152;7500000;155;0;8;0;3;1;Erenköy Mahallesi
1153;3250000;120;0;9;0;3;1;Eğitim Mahallesi
1154;3700000;319;21;5;1;6;1;Eğitim Mahallesi
1155;9850000;260;4;8;0;4;2;Fenerbahçe Mahallesi
1156;2350000;160;27;2;0;3;1;Bostancı Mahallesi
1157;3050000;140;32;5;0;3;1;Feneryolu Mahallesi
1158;4895000;130;4;10;0;3;1;Göztepe Mahallesi
1159;2600000;140;35;7;0;3;1;Merdivenköy Mahallesi
1160;2750000;145;14;4;0;3;1;19 Mayıs Mahallesi
1161;5500000;150;35;5;0;3;1;Caferağa Mahallesi
1162;8500000;165;0;12;0;3;1;Fenerbahçe Mahallesi
1163;7250000;240;25;3;0;5;1;Fenerbahçe Mahallesi
1164;5750000;155;11;6;0;3;1;Erenköy Mahallesi
1165;3950000;130;5;0;0;3;1;Fenerbahçe Mahallesi
1166;4400000;150;35;8;0;3;1;Fenerbahçe Mahallesi
1167;5950000;140;4;5;0;3;1;Suadiye Mahallesi
1168;3300000;150;35;6;0;3;1;Erenköy Mahallesi
1169;5700000;132;11;5;1;3;1;Erenköy Mahallesi
1170;3975000;125;3;5;0;3;1;Erenköy Mahallesi
1171;8250000;240;25;4;0;4;1;Caddebostan Mahallesi
1172;4275000;125;28;5;0;3;1;Suadiye Mahallesi
1173;3750000;135;0;2;0;3;1;Erenköy Mahallesi
1174;6650000;120;0;3;0;3;1;Fenerbahçe Mahallesi
1175;4750000;190;8;14;0;3;1;Bostancı Mahallesi
1176;7245000;160;4;1;0;4;1;Caddebostan Mahallesi
1177;2650000;101;0;12;0;2;1;Merdivenköy Mahallesi
1178;3090000;110;4;6;0;2;1;Suadiye Mahallesi
1179;6900000;155;2;7;0;3;1;Caddebostan Mahallesi
1180;2800000;85;1;2;0;2;1;Göztepe Mahallesi
1181;3695000;130;4;7;0;3;1;Bostancı Mahallesi
1182;5780000;180;3;7;0;5;1;Fenerbahçe Mahallesi
1183;3700000;170;30;0;0;4;1;Suadiye Mahallesi
1184;7400000;150;0;8;0;3;1;Erenköy Mahallesi
1185;3395000;165;21;10;0;3;1;Bostancı Mahallesi
1186;8595000;145;2;14;0;3;1;Suadiye Mahallesi
1187;2225000;130;27;6;0;3;1;Bostancı Mahallesi
1188;3150000;75;0;4;0;2;1;Eğitim Mahallesi
1189;7000000;210;29;5;0;4;1;Caferağa Mahallesi
1190;4650000;210;22;3;0;4;1;Bostancı Mahallesi
1191;3475000;140;35;3;0;3;1;Feneryolu Mahallesi
1192;4690000;165;16;5;0;3;1;Feneryolu Mahallesi
1193;3290000;95;4;6;0;3;1;Suadiye Mahallesi
1194;4295000;145;20;4;0;3;1;Göztepe Mahallesi
1195;2995000;90;4;0;0;2;1;Göztepe Mahallesi
1196;3190000;140;28;2;0;3;1;Bostancı Mahallesi
1197;4850000;238;15;4;0;4;1;Bostancı Mahallesi
1198;2995000;95;6;0;0;2;1;Fenerbahçe Mahallesi
1199;2450000;110;27;0;0;3;1;Acıbadem Mahallesi
1200;6990000;180;31;3;0;4;1;Fenerbahçe Mahallesi
1201;2690000;90;3;2;0;2;1;Feneryolu Mahallesi
1202;4895000;145;4;10;0;3;1;Göztepe Mahallesi
1203;3500000;100;5;9;0;3;1;Göztepe Mahallesi
1204;2300000;85;8;0;0;2;1;Bostancı Mahallesi
1205;4690000;170;16;5;0;3;1;Feneryolu Mahallesi
1206;1275000;70;0;1;0;1;1;Dumlupınar Mahallesi
1207;2250000;140;30;9;0;3;1;19 Mayıs Mahallesi
1208;1950000;95;2;0;0;2;1;Bostancı Mahallesi
1209;2300000;90;0;9;0;3;1;Kozyatağı Mahallesi
1210;3350000;350;17;10;0;5;1;Kozyatağı Mahallesi
1211;4350000;140;35;9;0;3;1;Erenköy Mahallesi
1212;4230000;140;4;11;0;3;1;Kozyatağı Mahallesi
1213;5250000;180;25;4;0;4;1;Fenerbahçe Mahallesi
1214;4950000;100;3;5;0;3;1;Suadiye Mahallesi
1215;2100000;135;30;9;0;3;1;SahrayıCedit Mahallesi
1216;4000000;120;3;1;0;2;1;Fenerbahçe Mahallesi
1217;3250000;145;30;4;0;3;1;Göztepe Mahallesi
1218;3900000;140;26;10;0;3;1;Feneryolu Mahallesi
1219;4525000;180;22;3;0;4;1;Göztepe Mahallesi
1220;2750000;130;31;2;0;3;1;Merdivenköy Mahallesi
1221;4050000;118;2;3;0;3;1;Erenköy Mahallesi
1222;3175000;120;1;4;0;3;1;Kozyatağı Mahallesi
1223;4250000;255;29;9;0;5;2;Bostancı Mahallesi
1224;3595000;170;30;2;0;3;1;Feneryolu Mahallesi
1225;3585000;175;25;2;0;3;1;Feneryolu Mahallesi
1226;6300000;165;0;11;0;3;1;Bostancı Mahallesi
1227;3595000;150;30;2;0;3;1;Feneryolu Mahallesi
1228;7400000;170;35;13;0;3;1;Fenerbahçe Mahallesi
1229;6500000;280;20;7;0;4;1;Caddebostan Mahallesi
1230;28000000;330;25;9;0;5;1;Fenerbahçe Mahallesi
1231;2995000;125;35;0;0;3;1;Suadiye Mahallesi
1232;4995000;225;35;5;0;4;1;Feneryolu Mahallesi
1233;3650000;135;3;7;0;3;1;Suadiye Mahallesi
1234;19700000;280;0;10;0;4;2;Fenerbahçe Mahallesi
1235;1550000;100;35;4;0;2;1;Hasanpaşa Mahallesi
1236;15000000;400;30;5;1;6;2;Caferağa Mahallesi
1237;3300000;150;27;6;0;3;1;Erenköy Mahallesi
1238;4275000;125;26;5;0;3;1;Suadiye Mahallesi
1239;3965000;108;0;1;0;3;1;19 Mayıs Mahallesi
1240;2600000;90;0;7;0;2;1;Bostancı Mahallesi
1241;5750000;120;1;3;0;3;1;Caddebostan Mahallesi
1242;4995000;200;30;3;0;4;1;Feneryolu Mahallesi
1243;3950000;120;5;3;0;3;1;Göztepe Mahallesi
1244;7950000;155;8;4;0;3;1;Fenerbahçe Mahallesi
1245;5850000;200;4;10;0;4;1;Erenköy Mahallesi
1246;11450000;380;8;9;0;4;2;Suadiye Mahallesi
1247;4000000;120;0;5;0;3;1;Fenerbahçe Mahallesi
1248;4650000;140;0;12;0;3;1;Göztepe Mahallesi
1249;3400000;160;30;4;0;3;1;Erenköy Mahallesi
1250;3500000;160;32;3;0;3;1;Erenköy Mahallesi
1251;1450000;55;0;5;0;1;1;Bostancı Mahallesi
1252;3140000;140;2;1;0;3;1;Merdivenköy Mahallesi
1253;2995000;125;31;1;0;3;1;Suadiye Mahallesi
1254;4500000;165;20;6;0;3;1;Feneryolu Mahallesi
1255;1275000;110;22;0;0;3;1;Feneryolu Mahallesi
1256;2345000;115;3;1;0;3;1;Hasanpaşa Mahallesi
1257;6500000;140;2;9;0;3;1;Fenerbahçe Mahallesi
1258;4895000;135;4;10;0;3;1;Göztepe Mahallesi
1259;3140000;140;2;1;0;3;1;Merdivenköy Mahallesi
1260;7500000;150;3;1;0;3;1;Fenerbahçe Mahallesi
1261;4790000;130;0;7;0;3;1;Erenköy Mahallesi
1262;6000000;180;4;10;0;4;1;Göztepe Mahallesi
1263;6945000;140;6;7;0;3;1;Caddebostan Mahallesi
1264;5250000;160;35;4;0;4;1;Fenerbahçe Mahallesi
1265;2650000;125;30;0;0;3;1;Feneryolu Mahallesi
1266;5500000;155;31;1;0;3;1;Caferağa Mahallesi
1267;3975000;125;4;1;0;3;1;Erenköy Mahallesi
1268;2995000;95;5;0;0;2;1;Fenerbahçe Mahallesi
1269;3750000;165;21;2;0;3;1;Göztepe Mahallesi
1270;19000000;240;0;10;0;5;1;Göztepe Mahallesi
1271;9500000;160;2;14;0;3;1;Suadiye Mahallesi
1272;2175000;90;28;0;0;2;1;Caddebostan Mahallesi
1273;4895000;240;7;10;0;4;2;Suadiye Mahallesi
1274;4350000;170;32;9;0;4;1;Feneryolu Mahallesi
1275;3050000;135;35;5;0;3;1;Feneryolu Mahallesi
1276;4495000;185;30;4;0;4;1;Erenköy Mahallesi
1277;14000000;175;2;9;0;3;1;Fenerbahçe Mahallesi
1278;3450000;125;2;9;0;3;1;Eğitim Mahallesi
1279;3950000;135;7;0;0;3;1;Fenerbahçe Mahallesi
1280;4500000;132;4;1;0;3;1;Caddebostan Mahallesi
1281;2600000;170;26;1;0;3;1;Kozyatağı Mahallesi
1282;2350000;155;31;1;0;3;1;Caferağa Mahallesi
1283;2600000;75;0;2;0;2;1;SahrayıCedit Mahallesi
1284;4350000;160;31;9;0;4;1;Feneryolu Mahallesi
1285;7650000;155;0;10;0;3;1;Fenerbahçe Mahallesi
1286;4525000;180;22;3;0;4;1;Göztepe Mahallesi
1287;2850000;100;7;10;0;3;1;Merdivenköy Mahallesi
1288;3175000;120;1;4;0;3;1;Kozyatağı Mahallesi
1289;2300000;145;30;1;0;3;1;SahrayıCedit Mahallesi
1290;4250000;170;25;2;0;4;1;Fenerbahçe Mahallesi
1291;3150000;240;30;4;0;6;1;Acıbadem Mahallesi
1292;9800000;150;4;11;0;3;1;Suadiye Mahallesi
1293;3650000;280;29;10;0;5;2;Eğitim Mahallesi
1294;14000000;320;3;5;1;4;1;Acıbadem Mahallesi
1295;9750000;350;2;8;0;6;2;Fenerbahçe Mahallesi
1296;7750000;210;0;2;0;4;1;Fenerbahçe Mahallesi
1297;4650000;118;1;8;0;3;1;Erenköy Mahallesi
1298;3395000;160;35;5;0;3;1;Erenköy Mahallesi
1299;12000000;180;4;9;0;3;1;Erenköy Mahallesi
1300;3950000;125;7;0;0;3;1;Fenerbahçe Mahallesi
1301;2630000;140;30;2;0;3;1;Bostancı Mahallesi
1302;4500000;200;2;8;0;4;2;Bostancı Mahallesi
1303;3200000;150;28;8;0;3;1;19 Mayıs Mahallesi
1304;4100000;120;3;5;0;3;1;Bostancı Mahallesi
1305;2750000;200;7;4;0;4;2;Bostancı Mahallesi
1306;3290000;95;9;5;0;2;1;Göztepe Mahallesi
1307;1700000;100;35;1;0;2;1;Merdivenköy Mahallesi
1308;2700000;105;0;8;0;2;1;Zühtüpaşa Mahallesi
1309;4000000;135;4;11;0;2;1;Göztepe Mahallesi
1310;2100000;80;2;1;0;2;1;SahrayıCedit Mahallesi
1311;3100000;110;1;5;0;3;1;Bostancı Mahallesi
1312;10300000;235;0;14;0;5;1;Suadiye Mahallesi
1313;5950000;280;4;10;0;4;1;Kozyatağı Mahallesi
1314;4690000;165;17;5;0;3;1;Feneryolu Mahallesi
1315;8195000;130;0;9;0;3;1;Caddebostan Mahallesi
1316;5250000;180;26;4;0;4;1;Fenerbahçe Mahallesi
1317;4690000;165;16;5;0;3;1;Feneryolu Mahallesi
1318;5750000;240;16;2;0;4;1;Feneryolu Mahallesi
1319;5850000;250;0;14;0;4;2;Kozyatağı Mahallesi
1320;3500000;125;20;2;0;3;1;Erenköy Mahallesi
1321;4170000;135;3;9;0;3;1;Suadiye Mahallesi
1322;800000;70;35;3;0;1;1;Osmanağa Mahallesi
1323;11000000;170;0;9;0;3;1;Fenerbahçe Mahallesi
1324;5500000;145;11;1;0;3;1;Göztepe Mahallesi
1325;3600000;135;2;4;0;3;1;Erenköy Mahallesi
1326;5750000;160;11;6;0;3;1;Erenköy Mahallesi
1327;4000000;110;0;5;1;2;1;Fikirtepe Mahallesi
1328;17500000;230;0;10;0;4;1;Suadiye Mahallesi
1329;5700000;130;1;3;0;3;1;Caddebostan Mahallesi
1330;3495000;160;30;4;0;3;1;Erenköy Mahallesi
1331;2500000;145;30;2;0;3;1;SahrayıCedit Mahallesi
1332;5500000;160;2;4;0;3;1;Erenköy Mahallesi
1333;4950000;200;28;2;0;4;1;Göztepe Mahallesi
1334;7595000;145;0;9;0;3;1;Caddebostan Mahallesi
1335;2390000;95;35;1;0;2;1;Göztepe Mahallesi
1336;4895000;145;2;10;0;2;1;Göztepe Mahallesi
1337;3975000;100;1;10;0;3;1;Göztepe Mahallesi
1338;3750000;165;21;2;0;3;1;Göztepe Mahallesi
1339;3500000;150;31;6;0;3;1;19 Mayıs Mahallesi
1340;21000000;420;28;5;0;6;1;Caddebostan Mahallesi
1341;16000000;400;2;5;1;6;2;Suadiye Mahallesi
1342;4900000;130;2;7;0;3;1;Fenerbahçe Mahallesi
1343;3650000;145;3;4;0;3;1;Göztepe Mahallesi
1344;3985000;130;30;1;0;3;1;Suadiye Mahallesi
1345;2450000;122;31;5;0;3;1;Acıbadem Mahallesi
1346;7950000;150;5;4;0;3;1;Fenerbahçe Mahallesi
1347;4650000;210;24;3;0;4;1;Suadiye Mahallesi
1348;3985000;140;35;1;0;3;1;Suadiye Mahallesi
1349;3595000;170;28;2;0;3;1;Feneryolu Mahallesi
1350;2750000;135;20;4;0;3;1;Merdivenköy Mahallesi
1351;4000000;135;3;5;0;3;1;Erenköy Mahallesi
1352;3975000;110;10;4;0;2;1;Suadiye Mahallesi
1353;8250000;200;33;4;0;4;1;Caddebostan Mahallesi
1354;5950000;280;31;6;0;3;1;Caferağa Mahallesi
1355;5950000;185;27;4;0;4;1;Fenerbahçe Mahallesi
1356;2695000;135;30;2;0;3;1;Bostancı Mahallesi
1357;5950000;280;5;10;0;4;1;19 Mayıs Mahallesi
1358;4500000;160;27;9;0;4;1;Erenköy Mahallesi
1359;14000000;400;3;11;0;5;2;Suadiye Mahallesi
1360;7200000;170;0;1;0;3;1;Fenerbahçe Mahallesi
1361;6950000;280;21;7;0;4;1;Caddebostan Mahallesi
1362;9850000;240;0;13;0;4;1;Fenerbahçe Mahallesi
1363;27500000;656;2;14;0;5;2;Fenerbahçe Mahallesi
1364;12000000;190;1;8;0;4;1;Suadiye Mahallesi
1365;17000000;230;25;8;0;4;1;Fenerbahçe Mahallesi
1366;8250000;170;35;5;0;4;1;Caddebostan Mahallesi
1367;13500000;240;1;9;0;4;1;Fenerbahçe Mahallesi
1368;2950000;100;0;8;0;3;1;Merdivenköy Mahallesi
1369;4500000;120;1;4;0;3;1;Göztepe Mahallesi
1370;1500000;75;5;0;0;1;1;Bostancı Mahallesi
1371;3650000;120;15;0;0;2;1;Caferağa Mahallesi
1372;4895000;145;4;10;0;3;1;Göztepe Mahallesi
1373;2900000;150;30;5;0;3;1;Feneryolu Mahallesi
1374;3595000;170;28;2;0;3;1;Feneryolu Mahallesi
1375;3695000;225;30;8;0;4;1;Göztepe Mahallesi
1376;3650000;135;4;7;0;3;1;Suadiye Mahallesi
1377;2950000;150;30;6;0;3;1;19 Mayıs Mahallesi
1378;2900000;120;0;4;0;2;1;Fikirtepe Mahallesi
1379;2690000;90;5;2;0;2;1;Feneryolu Mahallesi
1380;3685000;130;24;8;0;3;1;Suadiye Mahallesi
1381;3600000;100;0;1;0;2;1;Bostancı Mahallesi
1382;3095000;110;8;8;0;2;1;Erenköy Mahallesi
1383;4500000;165;21;1;0;3;1;Zühtüpaşa Mahallesi
1384;4495000;160;33;10;0;3;1;Feneryolu Mahallesi
1385;3750000;128;3;2;0;3;1;SahrayıCedit Mahallesi
1386;4700000;130;0;7;0;3;1;19 Mayıs Mahallesi
1387;5250000;170;25;4;0;4;1;Fenerbahçe Mahallesi
1388;2250000;90;35;0;0;2;1;Göztepe Mahallesi
1389;7200000;160;35;13;0;3;1;Erenköy Mahallesi
1390;6945000;145;4;7;0;3;1;Caddebostan Mahallesi
1391;9900000;360;4;5;1;5;2;Erenköy Mahallesi
1392;4550000;110;2;9;0;2;1;Erenköy Mahallesi
1393;1650000;80;2;10;0;1;1;Fikirtepe Mahallesi
1394;3450000;220;29;12;0;4;1;Merdivenköy Mahallesi
1395;4690000;167;17;5;0;3;1;Feneryolu Mahallesi
1396;2900000;75;4;2;0;2;1;Fenerbahçe Mahallesi
1397;4800000;275;26;7;0;5;2;Erenköy Mahallesi
1398;3100000;150;28;1;0;3;1;Merdivenköy Mahallesi
1399;3600000;125;2;4;0;3;1;Erenköy Mahallesi
1400;3100000;168;26;1;0;3;1;Merdivenköy Mahallesi
1401;2250000;165;35;2;0;3;1;Bostancı Mahallesi
1402;7000000;220;27;8;0;4;1;Suadiye Mahallesi
1403;15000000;240;18;6;0;4;1;Suadiye Mahallesi
1404;3300000;145;30;6;0;3;1;Erenköy Mahallesi
1405;4350000;135;4;3;0;3;1;Suadiye Mahallesi
1406;4900000;240;4;10;0;4;2;Suadiye Mahallesi
1407;3140000;135;34;3;0;3;1;Göztepe Mahallesi
1408;6900000;150;2;7;0;3;1;Caddebostan Mahallesi
